date;Ray_PAR_APV_1;Ray_PAR_Diffus_Control;Ray_PAR_Control;Tracking_angles_alpha;Tracking_mode;Type_day
02/10/2023 10:30;;413.1;1028.8;0;FLAT;100_Clear
02/10/2023 10:40;;416.7;1116;0;FLAT;100_Clear
02/10/2023 10:50;;397.9;1042.1;0;FLAT;100_Clear
02/10/2023 11:00;;400.2;1111.2;0;FLAT;100_Clear
02/10/2023 11:10;;366.7;1139.2;0;FLAT;100_Clear
02/10/2023 11:20;;331.2;1045.6;0;FLAT;100_Clear
02/10/2023 11:30;;374.8;1234.2;0;FLAT;100_Clear
02/10/2023 11:40;;372.9;1278.8;0;FLAT;100_Clear
02/10/2023 11:50;;311.9;1157.1;0;FLAT;100_Clear
02/10/2023 12:00;;355.8;1026.7;0;FLAT;100_Clear
02/10/2023 12:10;;396.2;1089.6;0;FLAT;100_Clear
02/10/2023 12:20;;339.8;1018.3;0;FLAT;100_Clear
02/10/2023 12:30;;268.5;1254.6;0;FLAT;100_Clear
02/10/2023 12:40;;217.3;1208.3;0;FLAT;100_Clear
02/10/2023 12:50;;209.6;1181.9;0;FLAT;100_Clear
02/10/2023 13:00;;219.2;1134.4;0;FLAT;100_Clear
02/10/2023 13:10;;247.9;1163.1;0;FLAT;100_Clear
02/10/2023 13:20;;270;1032.7;0;FLAT;100_Clear
02/10/2023 13:30;;267.1;1101.7;0;FLAT;100_Clear
02/10/2023 13:40;;237.7;1032.9;0;FLAT;100_Clear
02/10/2023 13:50;;223.1;1033.1;0;FLAT;100_Clear
02/10/2023 14:10;;217.9;886.7;0;FLAT;100_Clear
02/10/2023 14:20;;216;921;0;FLAT;100_Clear
02/10/2023 14:30;;196.2;857.9;0;FLAT;100_Clear
02/10/2023 14:40;;187.1;807.5;0;FLAT;100_Clear
02/10/2023 14:50;;175.8;760.2;0;FLAT;100_Clear
02/10/2023 15:00;;170;709;0;FLAT;100_Clear
02/10/2023 15:10;;160.8;655.2;0;FLAT;100_Clear
02/10/2023 15:20;;151.5;604.4;0;FLAT;100_Clear
02/10/2023 15:30;;141.9;549;0;FLAT;100_Clear
02/10/2023 15:40;;134;491;0;FLAT;100_Clear
02/10/2023 15:50;;127.3;434.2;0;FLAT;100_Clear
02/10/2023 16:00;;119.4;377.7;0;FLAT;100_Clear
02/10/2023 16:10;;110.2;319.4;0;FLAT;100_Clear
02/10/2023 16:20;;99.8;256.9;0;FLAT;100_Clear
02/10/2023 16:30;;87.9;199.4;0;FLAT;100_Clear
02/10/2023 16:40;;73.3;141;0;FLAT;100_Clear
02/10/2023 16:50;;54.2;77.9;0;FLAT;100_Clear
02/10/2023 17:00;;33.1;39.8;0;FLAT;100_Clear
02/10/2023 17:10;;19.2;21.2;0;FLAT;100_Clear
02/10/2023 17:20;;9.2;10;0;FLAT;100_Clear
02/10/2023 17:30;;3.5;3.5;0;FLAT;100_Clear
02/10/2023 17:40;;0.8;0.8;0;FLAT;100_Clear
02/10/2023 17:50;;0;0;0;FLAT;100_Clear
02/10/2023 18:00;;0;0;0;FLAT;100_Clear
02/10/2023 18:10;;0;0;0;FLAT;100_Clear
02/10/2023 18:20;;0;0;0;FLAT;100_Clear
02/10/2023 18:30;;0;0;0;FLAT;100_Clear
02/10/2023 18:40;;0;0;0;FLAT;100_Clear
02/10/2023 18:50;;0;0;0;FLAT;100_Clear
02/10/2023 19:00;;0;0;0;FLAT;100_Clear
02/10/2023 19:10;;0;0;0;FLAT;100_Clear
02/10/2023 19:20;;0;0;0;FLAT;100_Clear
02/10/2023 19:30;;0;0;0;FLAT;100_Clear
02/10/2023 19:40;;0;0;0;FLAT;100_Clear
02/10/2023 19:50;;0;0;0;FLAT;100_Clear
02/10/2023 20:00;;0;0;0;FLAT;100_Clear
02/10/2023 20:10;;0;0;0;FLAT;100_Clear
02/10/2023 20:20;;0;0;0;FLAT;100_Clear
02/10/2023 20:30;;0;0;0;FLAT;100_Clear
02/10/2023 20:40;;0;0;0;FLAT;100_Clear
02/10/2023 20:50;;0;0;0;FLAT;100_Clear
02/10/2023 21:00;;0;0;0;FLAT;100_Clear
02/10/2023 21:10;;0;0;0;FLAT;100_Clear
02/10/2023 21:20;;0;0;0;FLAT;100_Clear
02/10/2023 21:30;;0;0;0;FLAT;100_Clear
02/10/2023 21:40;;0;0;0;FLAT;100_Clear
02/10/2023 21:50;;0;0;0;FLAT;100_Clear
02/10/2023 22:00;;0;0;0;FLAT;100_Clear
02/10/2023 22:10;;0;0;0;FLAT;100_Clear
02/10/2023 22:20;;0;0;0;FLAT;100_Clear
02/10/2023 22:30;;0;0;0;FLAT;100_Clear
02/10/2023 22:40;;0;0;0;FLAT;100_Clear
02/10/2023 22:50;;0;0;0;FLAT;100_Clear
02/10/2023 23:00;;0;0;0;FLAT;100_Clear
02/10/2023 23:10;;0;0;0;FLAT;100_Clear
02/10/2023 23:20;;0;0;0;FLAT;100_Clear
02/10/2023 23:30;;0;0;0;FLAT;100_Clear
02/10/2023 23:40;;0;0;0;FLAT;100_Clear
02/10/2023 23:50;;0;0;0;FLAT;100_Clear
04/10/2023 00:00;;0;0;0;FLAT;100_Clear
04/10/2023 00:10;;0;0;0;FLAT;100_Clear
04/10/2023 00:20;;0;0;0;FLAT;100_Clear
04/10/2023 00:30;;0;0;0;FLAT;100_Clear
04/10/2023 00:40;;0;0;0;FLAT;100_Clear
04/10/2023 00:50;;0;0;0;FLAT;100_Clear
04/10/2023 01:00;;0;0;0;FLAT;100_Clear
04/10/2023 01:10;;0;0;0;FLAT;100_Clear
04/10/2023 01:20;;0;0;0;FLAT;100_Clear
04/10/2023 01:30;;0;0;0;FLAT;100_Clear
04/10/2023 01:40;;0;0;0;FLAT;100_Clear
04/10/2023 01:50;;0;0;0;FLAT;100_Clear
04/10/2023 02:00;;0;0;0;FLAT;100_Clear
04/10/2023 02:10;;0;0;0;FLAT;100_Clear
04/10/2023 02:20;;0;0;0;FLAT;100_Clear
04/10/2023 02:30;;0;0;0;FLAT;100_Clear
04/10/2023 02:40;;0;0;0;FLAT;100_Clear
04/10/2023 02:50;;0;0;0;FLAT;100_Clear
04/10/2023 03:00;;0;0;0;FLAT;100_Clear
04/10/2023 03:10;;0;0;0;FLAT;100_Clear
04/10/2023 03:20;;0;0;0;FLAT;100_Clear
04/10/2023 03:30;;0;0;0;FLAT;100_Clear
04/10/2023 03:40;;0;0;0;FLAT;100_Clear
04/10/2023 03:50;;0;0;0;FLAT;100_Clear
04/10/2023 04:00;;0;0;0;FLAT;100_Clear
04/10/2023 04:10;;0;0;0;FLAT;100_Clear
04/10/2023 04:20;;0;0;0;FLAT;100_Clear
04/10/2023 04:30;;0;0;0;FLAT;100_Clear
04/10/2023 04:40;;0;0;0;FLAT;100_Clear
04/10/2023 04:50;;0;0;0;FLAT;100_Clear
04/10/2023 05:00;;0;0;0;FLAT;100_Clear
04/10/2023 05:10;;0;0;0;FLAT;100_Clear
04/10/2023 05:20;;0;0;0;FLAT;100_Clear
04/10/2023 05:30;;0.8;0.8;0;FLAT;100_Clear
04/10/2023 05:40;;4.2;4.2;0;FLAT;100_Clear
04/10/2023 05:50;;12.3;12.3;0;FLAT;100_Clear
04/10/2023 06:00;;26.2;26.2;0;FLAT;100_Clear
04/10/2023 06:10;;47.7;47.7;0;FLAT;100_Clear
04/10/2023 06:20;;73.5;73.5;0;FLAT;100_Clear
04/10/2023 06:30;;103.1;106.2;0;FLAT;100_Clear
04/10/2023 06:40;;129.6;149.8;0;FLAT;100_Clear
04/10/2023 06:50;;165;191.5;0;FLAT;100_Clear
04/10/2023 07:00;;180.8;275.4;0;FLAT;100_Clear
04/10/2023 07:10;;233.1;346.2;0;FLAT;100_Clear
04/10/2023 07:20;;279.8;350;0;FLAT;100_Clear
04/10/2023 07:30;;237.9;308.8;0;FLAT;100_Clear
04/10/2023 07:40;;251.2;421.2;0;FLAT;100_Clear
04/10/2023 07:50;;290.4;491.9;0;FLAT;100_Clear
04/10/2023 08:00;;320.4;557.9;0;FLAT;100_Clear
04/10/2023 08:10;;342.5;551.3;0;FLAT;100_Clear
04/10/2023 08:20;;384.6;599.8;0;FLAT;100_Clear
04/10/2023 08:30;;414.2;613.8;0;FLAT;100_Clear
04/10/2023 08:40;;425.6;605.4;0;FLAT;100_Clear
04/10/2023 08:50;;433.3;622.9;0;FLAT;100_Clear
04/10/2023 09:00;;469.8;702.1;0;FLAT;100_Clear
04/10/2023 09:10;;490.6;668.1;0;FLAT;100_Clear
04/10/2023 09:20;;524.8;697.7;0;FLAT;100_Clear
04/10/2023 09:30;;548.8;704.2;0;FLAT;100_Clear
04/10/2023 09:40;;561.9;688.3;0;FLAT;100_Clear
04/10/2023 09:50;;587.9;694.4;0;FLAT;100_Clear
04/10/2023 10:00;;607.7;676;0;FLAT;100_Clear
04/10/2023 10:10;;618.8;651.3;0;FLAT;100_Clear
04/10/2023 10:20;;640;742.3;0;FLAT;100_Clear
04/10/2023 10:30;;646;775;0;FLAT;100_Clear
04/10/2023 10:40;;624;742.9;0;FLAT;100_Clear
04/10/2023 10:50;;609;726;0;FLAT;100_Clear
04/10/2023 11:00;;606.2;824.4;0;FLAT;100_Clear
04/10/2023 11:10;;634.8;868.3;0;FLAT;100_Clear
04/10/2023 11:20;;610.8;759;0;FLAT;100_Clear
04/10/2023 11:30;;604.8;758.3;0;FLAT;100_Clear
04/10/2023 11:40;;634;879;0;FLAT;100_Clear
04/10/2023 11:50;;608.3;800.4;0;FLAT;100_Clear
04/10/2023 12:00;;573.1;811.2;0;FLAT;100_Clear
04/10/2023 12:10;;542.7;848.8;0;FLAT;100_Clear
04/10/2023 12:20;;531.9;884.8;0;FLAT;100_Clear
04/10/2023 12:30;;527.9;809.6;0;FLAT;100_Clear
04/10/2023 12:40;;494.4;802.7;0;FLAT;100_Clear
04/10/2023 12:50;;457.5;791.5;0;FLAT;100_Clear
04/10/2023 13:00;;465.2;820.4;0;FLAT;100_Clear
04/10/2023 13:10;;469.6;592.1;0;FLAT;100_Clear
04/10/2023 13:20;;517.3;586.2;0;FLAT;100_Clear
04/10/2023 13:30;;507.3;627.5;0;FLAT;100_Clear
04/10/2023 13:40;;447.1;795;0;FLAT;100_Clear
04/10/2023 13:50;;360.2;873.1;0;FLAT;100_Clear
04/10/2023 14:00;;318.5;750.4;0;FLAT;100_Clear
04/10/2023 14:10;;320.8;509.4;0;FLAT;100_Clear
04/10/2023 14:20;;287.5;771;0;FLAT;100_Clear
04/10/2023 14:30;;247.5;788.3;0;FLAT;100_Clear
04/10/2023 14:40;;234.6;739.4;0;FLAT;100_Clear
04/10/2023 14:50;;222.3;645.4;0;FLAT;100_Clear
04/10/2023 15:00;;217.3;582.5;0;FLAT;100_Clear
04/10/2023 15:10;;219.2;561;0;FLAT;100_Clear
04/10/2023 15:20;;208.3;522.1;0;FLAT;100_Clear
04/10/2023 15:30;;195.4;491.3;0;FLAT;100_Clear
04/10/2023 15:40;;150.8;278.5;0;FLAT;100_Clear
04/10/2023 15:50;;154.6;224.8;0;FLAT;100_Clear
04/10/2023 16:00;;158.5;220.2;0;FLAT;100_Clear
04/10/2023 16:10;;138.8;174.2;0;FLAT;100_Clear
04/10/2023 16:20;;122.5;149.6;0;FLAT;100_Clear
04/10/2023 16:30;;107.1;125.8;0;FLAT;100_Clear
04/10/2023 16:40;;80.8;96.9;0;FLAT;100_Clear
04/10/2023 16:50;;61.5;74;0;FLAT;100_Clear
04/10/2023 17:00;;35;37.9;0;FLAT;100_Clear
04/10/2023 17:10;;15.6;15.8;0;FLAT;100_Clear
04/10/2023 17:20;;5.8;5.8;0;FLAT;100_Clear
04/10/2023 17:30;;1.7;1.7;0;FLAT;100_Clear
04/10/2023 17:40;;0.2;0.2;0;FLAT;100_Clear
04/10/2023 17:50;;0;0;0;FLAT;100_Clear
04/10/2023 18:00;;0;0;0;FLAT;100_Clear
04/10/2023 18:10;;0;0;0;FLAT;100_Clear
04/10/2023 18:20;;0;0;0;FLAT;100_Clear
04/10/2023 18:30;;0;0;0;FLAT;100_Clear
04/10/2023 18:40;;0;0;0;FLAT;100_Clear
04/10/2023 18:50;;0;0;0;FLAT;100_Clear
04/10/2023 19:00;;0;0;0;FLAT;100_Clear
04/10/2023 19:10;;0;0;0;FLAT;100_Clear
04/10/2023 19:20;;0;0;0;FLAT;100_Clear
04/10/2023 19:30;;0;0;0;FLAT;100_Clear
04/10/2023 19:40;;0;0;0;FLAT;100_Clear
04/10/2023 19:50;;0;0;0;FLAT;100_Clear
04/10/2023 20:00;;0;0;0;FLAT;100_Clear
04/10/2023 20:10;;0;0;0;FLAT;100_Clear
04/10/2023 20:20;;0;0;0;FLAT;100_Clear
04/10/2023 20:30;;0;0;0;FLAT;100_Clear
04/10/2023 20:40;;0;0;0;FLAT;100_Clear
04/10/2023 20:50;;0;0;0;FLAT;100_Clear
04/10/2023 21:00;;0;0;0;FLAT;100_Clear
04/10/2023 21:10;;0;0;0;FLAT;100_Clear
04/10/2023 21:20;;0;0;0;FLAT;100_Clear
04/10/2023 21:30;;0;0;0;FLAT;100_Clear
04/10/2023 21:40;;0;0;0;FLAT;100_Clear
04/10/2023 21:50;;0;0;0;FLAT;100_Clear
04/10/2023 22:00;;0;0;0;FLAT;100_Clear
04/10/2023 22:10;;0;0;0;FLAT;100_Clear
04/10/2023 22:20;;0;0;0;FLAT;100_Clear
04/10/2023 22:30;;0;0;0;FLAT;100_Clear
04/10/2023 22:40;;0;0;0;FLAT;100_Clear
04/10/2023 22:50;;0;0;0;FLAT;100_Clear
04/10/2023 23:00;;0;0;0;FLAT;100_Clear
04/10/2023 23:10;;0;0;0;FLAT;100_Clear
04/10/2023 23:20;;0;0;0;FLAT;100_Clear
04/10/2023 23:30;;0;0;0;FLAT;100_Clear
04/10/2023 23:40;;0;0;0;FLAT;100_Clear
04/10/2023 23:50;;0;0;0;FLAT;100_Clear
14/10/2023 00:00;;0;0;0;FLAT;100_Diffus
14/10/2023 00:10;;0;0;0;FLAT;100_Diffus
14/10/2023 00:20;;0;0;0;FLAT;100_Diffus
14/10/2023 00:30;;0;0;0;FLAT;100_Diffus
14/10/2023 00:40;;0;0;0;FLAT;100_Diffus
14/10/2023 00:50;;0;0;0;FLAT;100_Diffus
14/10/2023 01:00;;0;0;0;FLAT;100_Diffus
14/10/2023 01:10;;0;0;0;FLAT;100_Diffus
14/10/2023 01:20;;0;0;0;FLAT;100_Diffus
14/10/2023 01:30;;0;0;0;FLAT;100_Diffus
14/10/2023 01:40;;0;0;0;FLAT;100_Diffus
14/10/2023 02:00;;0;0;0;FLAT;100_Diffus
14/10/2023 02:10;;0;0;0;FLAT;100_Diffus
14/10/2023 02:20;;0;0;0;FLAT;100_Diffus
14/10/2023 02:30;;0;0;0;FLAT;100_Diffus
14/10/2023 02:40;;0;0;0;FLAT;100_Diffus
14/10/2023 02:50;;0;0;0;FLAT;100_Diffus
14/10/2023 03:00;;0;0;0;FLAT;100_Diffus
14/10/2023 03:10;;0;0;0;FLAT;100_Diffus
14/10/2023 03:20;;0;0;0;FLAT;100_Diffus
14/10/2023 03:30;;0;0;0;FLAT;100_Diffus
14/10/2023 03:40;;0;0;0;FLAT;100_Diffus
14/10/2023 03:50;;0;0;0;FLAT;100_Diffus
14/10/2023 04:00;;0;0;0;FLAT;100_Diffus
14/10/2023 04:10;;0;0;0;FLAT;100_Diffus
14/10/2023 04:20;;0;0;0;FLAT;100_Diffus
14/10/2023 04:30;;0;0;0;FLAT;100_Diffus
14/10/2023 04:40;;0;0;0;FLAT;100_Diffus
14/10/2023 04:50;;0;0;0;FLAT;100_Diffus
14/10/2023 05:00;;0;0;0;FLAT;100_Diffus
14/10/2023 05:10;;0;0;0;FLAT;100_Diffus
14/10/2023 05:20;;0;0;0;FLAT;100_Diffus
14/10/2023 05:30;;0;0;0;FLAT;100_Diffus
14/10/2023 05:40;;0.2;0.2;0;FLAT;100_Diffus
14/10/2023 05:50;;1.7;1.7;0;FLAT;100_Diffus
14/10/2023 06:00;;6;6;0;FLAT;100_Diffus
14/10/2023 06:10;;13.8;13.8;0;FLAT;100_Diffus
14/10/2023 06:20;;26.7;26.7;0;FLAT;100_Diffus
14/10/2023 06:30;;42.3;42.3;0;FLAT;100_Diffus
14/10/2023 06:40;;61.9;61.9;0;FLAT;100_Diffus
14/10/2023 06:50;;82.1;82.1;0;FLAT;100_Diffus
14/10/2023 07:00;;95.8;95.8;0;FLAT;100_Diffus
14/10/2023 07:10;;132.5;132.5;0;FLAT;100_Diffus
14/10/2023 07:20;;176.7;176.7;0;FLAT;100_Diffus
14/10/2023 07:30;;196.7;196.7;0;FLAT;100_Diffus
14/10/2023 07:40;;201.9;201.9;0;FLAT;100_Diffus
14/10/2023 07:50;;221.5;221.5;0;FLAT;100_Diffus
14/10/2023 08:00;;252.7;252.7;0;FLAT;100_Diffus
14/10/2023 08:10;;270.8;270.8;0;FLAT;100_Diffus
14/10/2023 08:20;;296.5;296.5;0;FLAT;100_Diffus
14/10/2023 08:30;;333.1;333.1;0;FLAT;100_Diffus
14/10/2023 08:40;;337.5;337.5;0;FLAT;100_Diffus
14/10/2023 08:50;;390.4;390.4;0;FLAT;100_Diffus
14/10/2023 09:00;;402.3;402.3;0;FLAT;100_Diffus
14/10/2023 09:10;;464.8;464.8;0;FLAT;100_Diffus
14/10/2023 09:20;;532.3;584;0;FLAT;100_Diffus
14/10/2023 09:30;;470.4;610;0;FLAT;100_Diffus
14/10/2023 09:40;;305.6;601.3;0;FLAT;100_Diffus
14/10/2023 09:50;;259;793.8;0;FLAT;100_Diffus
14/10/2023 10:00;;251.7;859;0;FLAT;100_Diffus
14/10/2023 10:10;;238.5;983.8;0;FLAT;100_Diffus
14/10/2023 10:20;;242.1;874.2;0;FLAT;100_Diffus
14/10/2023 10:30;;255.6;815.8;0;FLAT;100_Diffus
14/10/2023 10:40;;333.1;944.6;0;FLAT;100_Diffus
14/10/2023 10:50;;383.3;638.5;0;FLAT;100_Diffus
14/10/2023 11:00;;399.2;404.4;0;FLAT;100_Diffus
14/10/2023 11:10;;346.2;436.7;0;FLAT;100_Diffus
14/10/2023 11:20;;184.6;186.3;0;FLAT;100_Diffus
14/10/2023 11:30;;159.8;159.8;0;FLAT;100_Diffus
14/10/2023 11:40;;240.8;240.8;0;FLAT;100_Diffus
14/10/2023 11:50;;314;314;0;FLAT;100_Diffus
14/10/2023 12:00;;412.5;412.5;0;FLAT;100_Diffus
14/10/2023 12:10;;487.7;517.9;0;FLAT;100_Diffus
14/10/2023 12:20;;355.4;365.8;0;FLAT;100_Diffus
14/10/2023 12:30;;210.4;212.3;0;FLAT;100_Diffus
14/10/2023 12:40;;312.1;312.1;0;FLAT;100_Diffus
14/10/2023 12:50;;448.1;449.4;0;FLAT;100_Diffus
14/10/2023 13:00;;438.3;454;0;FLAT;100_Diffus
14/10/2023 13:10;;241.5;242.7;0;FLAT;100_Diffus
14/10/2023 13:20;;338.3;338.3;0;FLAT;100_Diffus
14/10/2023 13:30;;452.1;455.6;0;FLAT;100_Diffus
14/10/2023 13:40;;515.8;536.9;0;FLAT;100_Diffus
14/10/2023 13:50;;494.8;614.6;0;FLAT;100_Diffus
14/10/2023 14:00;;480.2;639.2;0;FLAT;100_Diffus
14/10/2023 14:20;;86.5;87.7;0;FLAT;100_Diffus
14/10/2023 14:30;;156;170.8;0;FLAT;100_Diffus
14/10/2023 14:40;;319.6;331;0;FLAT;100_Diffus
14/10/2023 14:50;;275.8;283.3;0;FLAT;100_Diffus
14/10/2023 15:00;;285;311.7;0;FLAT;100_Diffus
14/10/2023 15:10;;221.5;229.8;0;FLAT;100_Diffus
14/10/2023 15:20;;190.2;201.5;0;FLAT;100_Diffus
14/10/2023 15:30;;196.7;216.7;0;FLAT;100_Diffus
14/10/2023 15:40;;189.4;199.8;0;FLAT;100_Diffus
14/10/2023 15:50;;166;222.3;0;FLAT;100_Diffus
14/10/2023 16:00;;108.5;140.6;0;FLAT;100_Diffus
14/10/2023 16:10;;83.5;87.3;0;FLAT;100_Diffus
14/10/2023 16:20;;61.2;62.5;0;FLAT;100_Diffus
14/10/2023 16:30;;43.8;43.8;0;FLAT;100_Diffus
14/10/2023 16:40;;29;29;0;FLAT;100_Diffus
14/10/2023 16:50;;17.3;17.3;0;FLAT;100_Diffus
14/10/2023 17:00;;6.9;6.9;0;FLAT;100_Diffus
14/10/2023 17:10;;1.9;1.9;0;FLAT;100_Diffus
14/10/2023 17:20;;0.2;0.2;0;FLAT;100_Diffus
14/10/2023 17:30;;0;0;0;FLAT;100_Diffus
14/10/2023 17:40;;0;0;0;FLAT;100_Diffus
14/10/2023 17:50;;0;0;0;FLAT;100_Diffus
14/10/2023 18:00;;0;0;0;FLAT;100_Diffus
14/10/2023 18:10;;0;0;0;FLAT;100_Diffus
14/10/2023 18:20;;0;0;0;FLAT;100_Diffus
14/10/2023 18:30;;0;0;0;FLAT;100_Diffus
14/10/2023 18:40;;0;0;0;FLAT;100_Diffus
14/10/2023 18:50;;0;0;0;FLAT;100_Diffus
14/10/2023 19:00;;0;0;0;FLAT;100_Diffus
14/10/2023 19:10;;0;0;0;FLAT;100_Diffus
14/10/2023 19:20;;0;0;0;FLAT;100_Diffus
14/10/2023 19:30;;0;0;0;FLAT;100_Diffus
14/10/2023 19:40;;0;0;0;FLAT;100_Diffus
14/10/2023 19:50;;0;0;0;FLAT;100_Diffus
14/10/2023 20:00;;0;0;0;FLAT;100_Diffus
14/10/2023 20:10;;0;0;0;FLAT;100_Diffus
14/10/2023 20:20;;0;0;0;FLAT;100_Diffus
14/10/2023 20:30;;0;0;0;FLAT;100_Diffus
14/10/2023 20:40;;0;0;0;FLAT;100_Diffus
14/10/2023 20:50;;0;0;0;FLAT;100_Diffus
14/10/2023 21:00;;0;0;0;FLAT;100_Diffus
14/10/2023 21:10;;0;0;0;FLAT;100_Diffus
14/10/2023 21:20;;0;0;0;FLAT;100_Diffus
14/10/2023 21:30;;0;0;0;FLAT;100_Diffus
14/10/2023 21:40;;0;0;0;FLAT;100_Diffus
14/10/2023 21:50;;0;0;0;FLAT;100_Diffus
14/10/2023 22:00;;0;0;0;FLAT;100_Diffus
14/10/2023 22:10;;0;0;0;FLAT;100_Diffus
14/10/2023 22:20;;0;0;0;FLAT;100_Diffus
14/10/2023 22:30;;0;0;0;FLAT;100_Diffus
14/10/2023 22:40;;0;0;0;FLAT;100_Diffus
14/10/2023 22:50;;0;0;0;FLAT;100_Diffus
14/10/2023 23:00;;0;0;0;FLAT;100_Diffus
14/10/2023 23:10;;0;0;0;FLAT;100_Diffus
14/10/2023 23:20;;0;0;0;FLAT;100_Diffus
14/10/2023 23:30;;0;0;0;FLAT;100_Diffus
14/10/2023 23:40;;0;0;0;FLAT;100_Diffus
14/10/2023 23:50;;0;0;0;FLAT;100_Diffus
